Anime - English-translated,[FunArts] Shaman King (2021) - 14 (1080p) [ESP-ENG] [H.264 10Bit AAC].mkv,FunArts,249.7 MiB,2021-07-04 18:00,72,magnet:?xt=urn:btih:d44394617fabc856b1bc31d3a047186be166af99&dn=%5BFunArts%5D%20Shaman%20King%20%282021%29%20-%2014%20%281080p%29%20%5BESP-ENG%5D%20%5BH.264%2010Bit%20AAC%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SubsPlease] Getter Robo Arc - 01 (1080p) [8F917711].mkv,subsplease,1.4 GiB,2021-07-04 17:55,932,magnet:?xt=urn:btih:8aa81ebab683f913e402e929c2d5154c0369226c&dn=%5BSubsPlease%5D%20Getter%20Robo%20Arc%20-%2001%20%281080p%29%20%5B8F917711%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SubsPlease] Getter Robo Arc - 01 (720p) [E5E6514F].mkv,subsplease,719.5 MiB,2021-07-04 17:55,878,magnet:?xt=urn:btih:c69d748b39542d60dc5aae11b9f737a74a0bd981&dn=%5BSubsPlease%5D%20Getter%20Robo%20Arc%20-%2001%20%28720p%29%20%5BE5E6514F%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[Judas] Vivy - Fluorite Eye's Song (Season 1) [1080p][HEVC x265 10bit][Multi-Subs] (Batch),Judas,4.3 GiB,2021-07-04 17:54,174,magnet:?xt=urn:btih:301a4449d97373c49eebac9acc7c8093cb51ad95&dn=%5BJudas%5D%20Vivy%20-%20Fluorite%20Eye%27s%20Song%20%28Season%201%29%20%5B1080p%5D%5BHEVC%20x265%2010bit%5D%5BMulti-Subs%5D%20%28Batch%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SubsPlease] Getter Robo Arc - 01 (480p) [CFB8D05D].mkv,subsplease,373.4 MiB,2021-07-04 17:53,301,magnet:?xt=urn:btih:0414f90b7968d6528410aba5d9ef4263c72282c1&dn=%5BSubsPlease%5D%20Getter%20Robo%20Arc%20-%2001%20%28480p%29%20%5BCFB8D05D%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] One Piece - 981 [480p].mkv,SmallSizedAnimations,110.3 MiB,2021-07-04 17:47,71,magnet:?xt=urn:btih:8b850866193fcd218e8f220a7d61531144a2bc38&dn=%5BSSA%5D%20One%20Piece%20-%20981%20%5B480p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Dragon Quest - Dai no Daibouken (2020) - 38 [480p].mkv,SmallSizedAnimations,87.7 MiB,2021-07-04 17:40,25,magnet:?xt=urn:btih:44da8f6fe56c6ee65d8837cbf918303c865acbc6&dn=%5BSSA%5D%20Dragon%20Quest%20-%20Dai%20no%20Daibouken%20%282020%29%20-%2038%20%5B480p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[AnimeDevil] Mobile Suit Gundam [1080p HEVC 10bit BluRay Dual Audio] (Mobile Suit Gundam: 0079),animedevil,15.6 GiB,2021-07-04 17:38,23,magnet:?xt=urn:btih:7c4fd012120fc08c4d32bc83f7c2355abc06c8a6&dn=%5BAnimeDevil%5D%20Mobile%20Suit%20Gundam%20%5B1080p%20HEVC%2010bit%20BluRay%20Dual%20Audio%5D%20%28Mobile%20Suit%20Gundam%3A%200079%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Digimon Adventure (2020) - 55 [480p].mkv,SmallSizedAnimations,123.6 MiB,2021-07-04 17:37,28,magnet:?xt=urn:btih:0bd0d1d547c5db1ab8f956473ec3e8dcf164f412&dn=%5BSSA%5D%20Digimon%20Adventure%20%282020%29%20-%2055%20%5B480p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,Love Live! Nijigasaki Gakuen School Idol Doukoukai | Живая любовь! Школьный клуб айдолов [ТV-1] [2020] [13 of 13] [WEBRip] [1080p] [RUS + JAP],moscowgolem,9.2 GiB,2021-07-04 17:36,4,magnet:?xt=urn:btih:e42f26b8515235ab193d2219dbfe50d16ba60e64&dn=Love%20Live%21%20Nijigasaki%20Gakuen%20School%20Idol%20Doukoukai%20%7C%20%D0%96%D0%B8%D0%B2%D0%B0%D1%8F%20%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C%21%20%D0%A8%D0%BA%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%BB%D1%83%D0%B1%20%D0%B0%D0%B9%D0%B4%D0%BE%D0%BB%D0%BE%D0%B2%20%5B%D0%A2V-1%5D%20%5B2020%5D%20%5B13%20of%2013%5D%20%5BWEBRip%5D%20%5B1080p%5D%20%5BRUS%20%2B%20JAP%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Tropical-Rouge! Precure - 19 [480p].mkv,SmallSizedAnimations,132.1 MiB,2021-07-04 17:34,15,magnet:?xt=urn:btih:3035ae69befac7f5425cf19c6d88bf07d73862bd&dn=%5BSSA%5D%20Tropical-Rouge%21%20Precure%20-%2019%20%5B480p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,"[matheousse] Kanojo mo Kanojo - 01 VOSTFR [WEB 1080p AAC] [E266F115].mkv (Girlfriend, Girlfriend)",matheousse,1.4 GiB,2021-07-04 17:32,25,magnet:?xt=urn:btih:10bbd80aca7a98466fece73ade0353123bc3150e&dn=%5Bmatheousse%5D%20Kanojo%20mo%20Kanojo%20-%2001%20VOSTFR%20%5BWEB%201080p%20AAC%5D%20%5BE266F115%5D.mkv%20%28Girlfriend%2C%20Girlfriend%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,[真鸟白岛假狗研究所]盖塔机器人ARC ゲッターロボ アーク Getter Robo Arc 01[GB WEBRIP 1080P],Moehayate_QSW,536.8 MiB,2021-07-04 17:26,142,magnet:?xt=urn:btih:55c25eb83640b369a6d56003b4640f58e4da0a34&dn=%5B%E7%9C%9F%E9%B8%9F%E7%99%BD%E5%B2%9B%E5%81%87%E7%8B%97%E7%A0%94%E7%A9%B6%E6%89%80%5D%E7%9B%96%E5%A1%94%E6%9C%BA%E5%99%A8%E4%BA%BAARC%20%E3%82%B2%E3%83%83%E3%82%BF%E3%83%BC%E3%83%AD%E3%83%9C%20%E3%82%A2%E3%83%BC%E3%82%AF%20Getter%20Robo%20Arc%2001%5BGB%20WEBRIP%201080P%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] One Piece - 981 [720p].mkv,SmallSizedAnimations,194.1 MiB,2021-07-04 17:15,133,magnet:?xt=urn:btih:2045b135c65962100e98aaa9d0b4a0ad39fe02a9&dn=%5BSSA%5D%20One%20Piece%20-%20981%20%5B720p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Tokyo Revengers - 13 [480p].mkv,SmallSizedAnimations,65.4 MiB,2021-07-04 17:13,73,magnet:?xt=urn:btih:3de6c329e1891fad8fb4f5e3c8fa2c99ab8c17a6&dn=%5BSSA%5D%20Tokyo%20Revengers%20-%2013%20%5B480p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Dragon Quest - Dai no Daibouken (2020) - 38 [720p].mkv,SmallSizedAnimations,150.5 MiB,2021-07-04 17:11,57,magnet:?xt=urn:btih:156e878c0cba871597d3c6d446ddb608a27fc5c4&dn=%5BSSA%5D%20Dragon%20Quest%20-%20Dai%20no%20Daibouken%20%282020%29%20-%2038%20%5B720p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Audio - Lossless,[Team Mirolo] Dragon Ball Z - Broadcast Audio tracks video-synced to Dragon Box R2J [V4],Team-Mirolo,18.2 GiB,2021-07-04 17:07,12,magnet:?xt=urn:btih:ecd3714a8ee52cb0f63399ded5c352a259e1b69b&dn=%5BTeam%20Mirolo%5D%20Dragon%20Ball%20Z%20-%20Broadcast%20Audio%20tracks%20video-synced%20to%20Dragon%20Box%20R2J%20%5BV4%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Digimon Adventure (2020) - 55 [720p].mkv,SmallSizedAnimations,192.0 MiB,2021-07-04 17:06,44,magnet:?xt=urn:btih:c6c43cc781edc2af60891509fece9309bd002ffb&dn=%5BSSA%5D%20Digimon%20Adventure%20%282020%29%20-%2055%20%5B720p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Tropical-Rouge! Precure - 19 [720p].mkv,SmallSizedAnimations,210.2 MiB,2021-07-04 17:05,35,magnet:?xt=urn:btih:4be96f050e504b9eedfbb04066c6acc49e46749c&dn=%5BSSA%5D%20Tropical-Rouge%21%20Precure%20-%2019%20%5B720p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[EMBER] Shinigami Bocchan to Kuro Maid S01E01 [1080p] [HEVC WEBRip] (The Duke of Death and His Maid),Ember_Encodes,391.3 MiB,2021-07-04 16:57,296,magnet:?xt=urn:btih:f1171636b3631afa229ef8a6afbc218ce0c3beda&dn=%5BEMBER%5D%20Shinigami%20Bocchan%20to%20Kuro%20Maid%20S01E01%20%5B1080p%5D%20%5BHEVC%20WEBRip%5D%20%28The%20Duke%20of%20Death%20and%20His%20Maid%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,[Natsumi no Sekai] Edens Zero (Partie 1) VOSTFR [1080p AAC],Mrbefruit,7.4 GiB,2021-07-04 16:48,19,magnet:?xt=urn:btih:57ce72c078e1acd0d3027f0c3d13c3ca958affe1&dn=%5BNatsumi%20no%20Sekai%5D%20Edens%20Zero%20%28Partie%201%29%20VOSTFR%20%5B1080p%20AAC%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Tokyo Revengers - 13 [720p].mkv,SmallSizedAnimations,108.4 MiB,2021-07-04 16:48,118,magnet:?xt=urn:btih:014837f56f282e0eb9bb7f88614c394edb2b5286&dn=%5BSSA%5D%20Tokyo%20Revengers%20-%2013%20%5B720p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[Anime Time] Hamefura S02 - 01 [1080p][HEVC 10bit x265][AAC][Multi Sub] (Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X).mkv,sff,361.8 MiB,2021-07-04 16:42,42,magnet:?xt=urn:btih:d86a619289d6bc65c6318e18e1a30af99b4144e8&dn=%5BAnime%20Time%5D%20Hamefura%20S02%20-%2001%20%5B1080p%5D%5BHEVC%2010bit%20x265%5D%5BAAC%5D%5BMulti%20Sub%5D%20%28Otome%20Game%20no%20Hametsu%20Flag%20shika%20Nai%20Akuyaku%20Reijou%20ni%20Tensei%20shiteshimatta...%20X%29.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 38 [ESP-ENG][720p][B904E219].mkv,puyero,710.1 MiB,2021-07-04 16:37,87,magnet:?xt=urn:btih:2d66f418580ff630cdc588a0680f110f1c46e1c8&dn=%5BPuyaSubs%21%5D%20Dragon%20Quest%20-%20Dai%20no%20Daibouken%20%282020%29%20-%2038%20%5BESP-ENG%5D%5B720p%5D%5BB904E219%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 38 [ESP-ENG][1080p][AE1A7ACD].mkv,puyero,1.4 GiB,2021-07-04 16:36,83,magnet:?xt=urn:btih:1ae6da5828d3678983eb455cbd2365c1ffd00803&dn=%5BPuyaSubs%21%5D%20Dragon%20Quest%20-%20Dai%20no%20Daibouken%20%282020%29%20-%2038%20%5BESP-ENG%5D%5B1080p%5D%5BAE1A7ACD%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Dragon Quest - Dai no Daibouken (2020) - 38 [1080p].mkv,SmallSizedAnimations,314.5 MiB,2021-07-04 16:34,62,magnet:?xt=urn:btih:dacb3ccb56000508c0ab59637c1945a01b37d74c&dn=%5BSSA%5D%20Dragon%20Quest%20-%20Dai%20no%20Daibouken%20%282020%29%20-%2038%20%5B1080p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] One Piece - 981 [1080p].mkv,SmallSizedAnimations,520.1 MiB,2021-07-04 16:32,124,magnet:?xt=urn:btih:8110acf2e7630041d13203768ab9428e572448e5&dn=%5BSSA%5D%20One%20Piece%20-%20981%20%5B1080p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Literature - English-translated,Neru - Way of the Martial Artist 001 (2021) (Digital) (anadius),anadius,29.1 MiB,2021-07-04 16:29,79,magnet:?xt=urn:btih:59889bd665e7f14501f157f92a09e840ac79d16a&dn=Neru%20-%20Way%20of%20the%20Martial%20Artist%20001%20%282021%29%20%28Digital%29%20%28anadius%29&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Digimon Adventure (2020) - 55 [1080p].mkv,SmallSizedAnimations,331.2 MiB,2021-07-04 16:25,60,magnet:?xt=urn:btih:afd2493a5d9a9b1a31d2db27c320a179b489701e&dn=%5BSSA%5D%20Digimon%20Adventure%20%282020%29%20-%2055%20%5B1080p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - English-translated,[SSA] Tropical-Rouge! Precure - 19 [1080p].mkv,SmallSizedAnimations,346.2 MiB,2021-07-04 16:25,32,magnet:?xt=urn:btih:293f0b255848fe7909ce98a8ee553808d8252196&dn=%5BSSA%5D%20Tropical-Rouge%21%20Precure%20-%2019%20%5B1080p%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 360 [ESP-ENG][720p][70B41F7E].mkv,puyero,708.0 MiB,2021-07-04 16:24,51,magnet:?xt=urn:btih:3ccd8f5d477bbc5ba498f643d3a5e9c9e7201829&dn=%5BPuyaSubs%21%5D%20Dragon%20Quest%20-%20Dai%20no%20Daibouken%20%282020%29%20-%20360%20%5BESP-ENG%5D%5B720p%5D%5B70B41F7E%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,[PuyaSubs!] Dragon Quest - Dai no Daibouken (2020) - 360 [ESP-ENG][1080p][46ADFD85].mkv,puyero,1.4 GiB,2021-07-04 16:23,51,magnet:?xt=urn:btih:1aaa9baac1a181ffbad63fdbc81090c924068d0a&dn=%5BPuyaSubs%21%5D%20Dragon%20Quest%20-%20Dai%20no%20Daibouken%20%282020%29%20-%20360%20%5BESP-ENG%5D%5B1080p%5D%5B46ADFD85%5D.mkv&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Anime - Non-English-translated,[Valérie] Shinigami Bocchan to Kuro Maid - 01 VOSTFR [1080p].ass,Anonymous,28.2 KiB,2021-07-04 16:21,14,magnet:?xt=urn:btih:4dd32a18c9988385685c1459501a6d9e4f59fb16&dn=%5BVal%C3%A9rie%5D%20Shinigami%20Bocchan%20to%20Kuro%20Maid%20-%2001%20VOSTFR%20%5B1080p%5D.ass&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
Audio - Lossless,[2021.07.05] NiziU (ニジュー) - Super Summer [FLAC 96kHz/24bit],chintu,64.4 MiB,2021-07-04 16:18,180,magnet:?xt=urn:btih:794cbf4eab27993099bdc4e9d44ca43c475f8d2d&dn=%5B2021.07.05%5D%20NiziU%20%28%E3%83%8B%E3%82%B8%E3%83%A5%E3%83%BC%29%20-%20Super%20Summer%20%5BFLAC%2096kHz%2F24bit%5D&tr=http%3A%2F%2Fnyaa.tracker.wf%3A7777%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2Ftracker.coppersurfer.tk%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce
